asset,owner,decision,target,risk,status,rationale
data/knowledge/general_20260302_131956.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132017.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132043.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132108.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132133.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132152.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132215.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132240.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132310.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132339.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132405.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132430.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132455.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132518.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132541.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132607.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132634.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132652.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132715.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132731.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132755.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132820.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132841.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132902.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132924.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_132940.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133003.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133026.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133047.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133110.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133133.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133157.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133224.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133251.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133312.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133334.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133357.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133416.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133439.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133500.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133525.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133552.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133616.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133636.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133658.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133721.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133743.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133808.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133831.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133854.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133916.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133938.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_133957.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134017.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134038.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134100.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134125.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134148.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134207.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134233.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134255.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134334.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134346.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134406.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134430.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134448.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134515.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134543.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134603.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134631.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134650.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134718.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134734.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134747.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134807.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134853.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134918.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_134941.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135001.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135021.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135043.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135104.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135128.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135151.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135216.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135243.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135309.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135329.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135353.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135413.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135433.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135455.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135515.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135539.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135559.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135621.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135644.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135706.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135729.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135752.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135810.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135830.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135854.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135915.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135938.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_135956.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_140011.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_140024.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_140055.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_140121.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_140135.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_140201.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_140240.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_140301.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_140319.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_140358.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_215755.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260303_142001.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260304_100603.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260304_100926.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260304_104248.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260304_104709.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260304_110604.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260304_114142.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260304_115216.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260304_115529.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260304_120833.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260304_121149.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260304_121808.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260304_215117.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_103548.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_104821.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_105737.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_110047.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_111446.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_111801.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_113520.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_114145.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_114456.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_115543.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_120203.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_120513.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_120822.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_121132.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_121549.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_122211.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_122922.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_123235.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260305_123553.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/ingested_hashes.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/inquiry_form_conversation_patterns.md,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/inquiry_patterns_20260228_205527.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/inquiry_patterns_20260228_205528.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/inquiry_patterns_20260228_205529.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/inquiry_patterns_20260228_205530.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/inquiry_patterns_20260228_205531.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/knowledge_graph.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/knowledge_graph_visualization.html,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/knowledge_usage_stats.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/lead_20260228_165856.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine model_20260302_131639.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_application_20260302_091521.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_capability_20260302_091317.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260227_214359.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260228_092748.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260228_124550.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260228_125141.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260228_130543.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260228_131625.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260228_132048.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260228_132357.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260228_132606.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260228_132737.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260228_133404.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260228_133831.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260302_091448.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260302_091544.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260302_091603.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260303_031010.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260303_031653.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_100124.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_100200.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_101438.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_102404.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_102711.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_103322.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_105326.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_111233.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_111950.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_113523.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_113830.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_120158.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_121456.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_122600.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_122909.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260304_123221.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260305_112135.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_spec_20260305_112857.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_specification_20260302_092122.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_specification_20260302_092338.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_specification_20260302_093553.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_specification_20260302_093611.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_specification_20260302_093628.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_specifications_20260302_092356.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_specifications_20260302_092415.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/machine_specifications_20260302_092515.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/market_intelligence_20260228_131146.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/market_intelligence_20260228_132941.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/market_intelligence_20260228_135232.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/market_intelligence_20260228_161545.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/market_intelligence_20260228_161723.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
